Exe2-1BCU,Exe3-1BCU,Exe4-1BCU,Exe1-1BCU,Exe0-1BCU,q1,q3,mean,median,mode,min,max,sstdev
-185.000000,-195.000000,-123.000000,-152.000000,-129.000000,-185.00,-129.00,-156.80,-152.00,-195.00,-195.00,-123.00,32.38
-191.000000,-195.000000,-123.000000,-163.000000,-125.000000,-191.00,-125.00,-159.40,-163.00,-195.00,-195.00,-123.00,34.59
-189.000000,-196.000000,-123.000000,-164.000000,-164.000000,-189.00,-164.00,-167.20,-164.00,-164.00,-196.00,-123.00,28.63
-186.000000,-196.000000,-123.000000,-166.000000,-137.000000,-186.00,-137.00,-161.60,-166.00,-196.00,-196.00,-123.00,31.20
-193.000000,-196.000000,-121.000000,-163.000000,-166.000000,-193.00,-163.00,-167.80,-166.00,-196.00,-196.00,-121.00,30.19
-189.000000,-196.000000,-123.000000,-163.000000,-130.000000,-189.00,-130.00,-160.20,-163.00,-196.00,-196.00,-123.00,33.22
-190.000000,-196.000000,-121.000000,-163.000000,-127.000000,-190.00,-127.00,-159.40,-163.00,-196.00,-196.00,-121.00,34.69
-191.000000,-196.000000,-121.000000,-163.000000,-127.000000,-191.00,-127.00,-159.60,-163.00,-196.00,-196.00,-121.00,34.91
-190.000000,-195.000000,-121.000000,-150.000000,-128.000000,-190.00,-128.00,-156.80,-150.00,-195.00,-195.00,-121.00,34.35
-188.000000,-195.000000,-121.000000,-152.000000,-127.000000,-188.00,-127.00,-156.60,-152.00,-195.00,-195.00,-121.00,34.00
-187.000000,-131.000000,-121.000000,-152.000000,-127.000000,-152.00,-127.00,-143.60,-131.00,-187.00,-187.00,-121.00,26.92
-207.00,-207.00,-162.00,-168.00,-206.00,-207.00,-168.00,-190.00,-206.00,-207.00,-207.00,-162.00,22.92
-196.00,-196.00,-124.00,-164.00,-129.00,-196.00,-129.00,-161.80,-164.00,-196.00,-196.00,-124.00,34.82
-217.10,-209.30,-143.13,-183.25,-164.72,-209.30,-164.72,-183.50,-183.25,-217.10,-217.10,-143.13,30.73
-198.00,-203.00,-125.00,-166.00,-165.00,-198.00,-165.00,-171.40,-166.00,-203.00,-203.00,-125.00,31.34
-197.00,-206.00,-124.00,-166.00,-129.00,-197.00,-129.00,-164.40,-166.00,-206.00,-206.00,-124.00,37.69
-306.00,-376.00,-211.00,-512.00,-211.00,-376.00,-211.00,-323.20,-306.00,-211.00,-512.00,-211.00,126.40
-126.00,-128.00,-121.00,-150.00,-122.00,-128.00,-122.00,-129.40,-126.00,-150.00,-150.00,-121.00,11.87
43.86,39.18,28.79,60.58,33.20,33.20,43.86,41.12,39.18,28.79,28.79,60.58,12.30
